,ID,Review URL,Text,Star,Thumbs Up,User Name,Review Date,App ID,predicted
5625,462148,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFvtXBHudQGvBxyVba5ER-y5zDOWcznutYo_P1J9tr3XLRO8pyIGySH1x_uxZ_SK7skdK5JisSeeHosDs4,Great app,5,0,Andrew Derra,2021-02-18,com.android.chrome,5
5627,462150,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG0ijLFP12Ki4nEHnOurZELtSlmgI6kpxXEn9L1zE8CJgHsHxFXDcxg4SSH-80pMfj56-zIzvr342__mHQ,Nyc,5,0,Arpan Sharma,2021-02-18,com.android.chrome,5
5628,462151,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGhTn5yJ3enboYqWeVua5IfVL4JuFr-748pEZHyuXv_QDAC2_vhUdM9IVgR3wVJ_qGEb_cvL59ePzAsm54,Remove google,5,0,Bilal Khan,2021-02-18,com.android.chrome,5
5629,462152,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYVVx3TlApTeggRqLkcSymHPMds31AWBawCNIqwUiq3T_3qeXGXm0uKRF7rsYMfv03sZIk98iTrZFdVf4,gpod,5,0,Bhatotoy Calma,2021-02-18,com.android.chrome,5
5630,462153,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHpDhwfFAEXbTCRU_qSd5xqGGe19U9wN1BgzMSkg_z0ivCT9V2RTSLz3dZDMxm77MyHGMkd59fTvyoTXBU,Excilent,5,0,Suman Goswami20,2021-02-18,com.android.chrome,5
5631,462154,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZuPPqLKCEFGzB53J_dHgtWcNO-JT5XnZg8f8BQq4C3avBBCU6lMumjVIUJrLpecFCBc4tSqkiHRsFS-s,Chrome,5,0,adam eshete,2021-02-18,com.android.chrome,5
5633,462156,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHlm5bDXprnzmSeUG-AnzTtRcnkBIPuXXxcUjh81VWZBihDzv7wlD7Gd8-Zp0YjppHlsUNxciEqmsCtv68,Good,5,0,Bhavesh Thakkar,2021-02-18,com.android.chrome,5
5636,462159,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEBttlxrV0RS88cYi-pTmp2iHNIE20KgyN92pLVDx0-jIJcm3F1Cq7iHvP41qFy9OZBTdNDE82vJS6peA4,"I love this browser, keep the good work",5,0,Adesiyan Adesola,2021-02-18,com.android.chrome,5
5639,462162,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH_fVK3QfnQbJT9XzjB3wuBjE6nuzFbd5GLG5CssmNzIbj7D2cZx8fUanZI5W6AU2_tplEjZ_4ZcoUDNuI,10 times better than Samsung internet I have to use the same to an internet but nothing but hackers,5,0,Jonathan Kiser,2021-02-18,com.android.chrome,1
5642,462165,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEhIyuwuHQPOQoah3Fc9EypzhGcuNh9E8A1H2TgBGif5EXZHZ9dbHq8HzgScMFHNjTNtDml3mh7enN9w7c,Perfect,5,0,Srividya Iyengar,2021-02-18,com.android.chrome,5
5643,462166,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEKcj51NjqQ9723nf9Brgw5QoccxfpcUHFvi-zi8dWNa2DoqPhVvcpaUpMmjExqvAF0X_r5Qfi_V2kW0Og,Good,5,0,Rajendra Rulaniya,2021-02-18,com.android.chrome,5
5644,462167,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGn8tQjqM7kLIT-xLomKN5105FkZtgUt_8uvME-ez89xYe2syMAdC_C041RLBG5pQeBvJpm8scK_c9txJo,Good,5,0,SWASTIK SAURABH CHEMISTRY,2021-02-18,com.android.chrome,5
5649,462172,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG3vMawpGaz285NO0Rc2t4qyc2oHlXJtKYVgHA2qKRkJOq1uLFder1h8675i1eEt-VRKUvmjjb7-_bOtgE,"My God, I understood... I could cry. Thank u.... I don't really need or want any other person/or entity to be accessing my ability to speak or text others without them Interterviening .... Or preventing the calls or text from being received either way from me or from others..... And I would always want the misrepresented to be traced because it would be obvious considering they have made it thier business To be in mine and it's obviously in the system administration's account.....",5,0,Angela Steer,2021-02-18,com.android.chrome,5
5650,462173,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWxeCDaHFtRyE11W6K_fnEy43E4-K92la9LprhcypLKcyKW84Z9tYcl7BzX5r1a6xJRyE1oXY6T3S1t50,Gjb,5,0,L.K.S News 11,2021-02-18,com.android.chrome,5
5652,462175,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFwKMN14SO7r6p8cdp0UFhmJG4IiZBZYz9myoUw8ZruwqgC34IX-H0KJQ_WP3dlt7tzqL8QzwIlpSOZzU4,JENNIFERHARRIS,5,0,JENNIFER HARRIS,2021-02-18,com.android.chrome,5
5655,462178,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGWHBtJCaJ7AnpbyInxWEbv3JpLBvCzLYQcjq8qicC7OWE4RjKXIjvX2qBRKUOCgJIiN9srznoNUnExAes,It's quite a unique app and it helps so much,5,0,Essa Benjamin,2021-02-18,com.android.chrome,5
5658,462181,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHrNHngAvSY3gL-rfFXYtL10tj5pHTkhxUzQ4h1gYILUgimodXKBrrewvy7hUTSlyKsGLNDPXjsz4Az2uQ,Superb,5,0,Saket Kumar,2021-02-18,com.android.chrome,5
5659,462182,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHdGl18qJNuMdjpKqPUaguQ6K9eW2D1Kpzj9nmcOagBPr1RP3Xw4n0x1djl6m-EUZQ96OXPlqrnSaKpZ8E,Great,5,0,Pameni Haindongo,2021-02-18,com.android.chrome,5
5660,462183,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHxpqByW7x5K-ahLo8f-lcrat92wAFsFzYPknIiEfv6V6RhUeXBlOQHgfqPr4-_FIgF1csxrPoDVe1fF9s,Awesome app I highly recommend it,5,0,Rick Sherrill,2021-02-18,com.android.chrome,5
5662,462185,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHpsm75lYmx_-5JEe82vesq_VASPEnWEtH6aGXCH4_ARZwqIM5GPzU84gbqT77TfUJ_Zn-k99VLx09eBlI,Very nice 👍,5,0,Md Parwez,2021-02-18,com.android.chrome,5
5666,462189,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF0e211vf8376ShwgE93pfmBWpSPMYK6hGAstCNFJotDdT6olka1_TUjwdI2_Hk9cx1pqHaFwkdW9OKpPc,Amazing,5,0,Vicevenio Mendoza,2021-02-18,com.android.chrome,5
5668,462191,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH7grbj0FU73gXkgesJ5TsUB5SL_aWqOG81ajF3epJDAyBTP8e3Z41T8PtprbHxtTYx56F00JA2hUa-agI,जय श्री निषाद राज,5,0,निषादवंशी Official,2021-02-18,com.android.chrome,5
5670,462193,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHKqN7I7BQMIi1sVkeoB0DQpB5RFSLmpRhQjCQ-s3b0LNg5I8fAbMsBqZZ-ZDHubsAhaMC1ld18WtehbAA,This is kachra,5,0,PARMAR HARPALSINH,2021-02-18,com.android.chrome,5
5671,462194,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF1H-zi_DKMLs-n2LHleXLgoqxbu8EXNFayT8lyLGwNyVty7ZJaZp4na1fh9FKz5sLC0oJ4U39GEqzHA2M,Great,5,0,Alphonse Ndve,2021-02-18,com.android.chrome,5
5674,462197,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHImacfgf9BGtcVuor9GlmHupPkLdWmlJRuKtTppPvWnCcPHtKEHgOJoghb60VuQtyi8M0p0KFDOnr5FiM,Fast and accurate.,5,0,Sanjay Muley,2021-02-18,com.android.chrome,5
5675,462198,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGs86gIMWT0V1zO-d3jTprMBCSSEY3fSGenlSVOPW-cjKmVpJgLqmm3SdgNb6JkNBlapKfh0hugwsC6LvM,Good app 👍👍,5,0,BP Gaming720,2021-02-18,com.android.chrome,5
5676,462199,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFtb-w1Zjd2kCXfJE4KHVzMPFPAk14vsPhCdElJGurPFhlujtaEATT1S8jpSFCfsGM9yWg9DREzyFQEQPg,Nice,5,0,Bikash Basak,2021-02-18,com.android.chrome,5
5677,462200,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGSTBdBndhudv0GS322WgUBHPgmap1jhr6zxv40pFFSzLwHCynFMiWem1TAGLgzTiDAgzBf2yz5ds_sYic,Perfecto,5,0,mo.khalid umar khan,2021-02-18,com.android.chrome,5
5678,462201,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFIWCg6wsIuAxxIkiqHGrYceMiiImTxZ-DW3YOjtlXzaWV6xAhn5IG-3yUO0e4l3H7pRsEVCpFi4BqdXI0,So good,5,0,Kannan Deva Kanna,2021-02-18,com.android.chrome,5
5679,462202,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH1_QnVObAn4bhFnZlIyS8LTMWpUi-5L7zFwCqRvbO_71fXinmQONsjRpW4H8bAQ1dQgGf902eBpWkV69M,After clear DATA & CACHE in app info.. is working fine.. Thanks you Senkun.. Chrome is came back to life,5,0,Abdul Rahman Mohd Sapiri,2021-02-18,com.android.chrome,1
5680,462203,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWrIvkqqHCKUwoJOvjxLzG-U5j1opVWwhP1R1MnIw2GFng-PKdinn8Fkn18QmkovbK8CwS9IH91PIH2DM,I Love It!,5,0,Samia Hussain,2021-02-18,com.android.chrome,5
5683,462206,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGtDK53gfxyrWeJnOJi_UCI2xGW9QIjivG2KzgWzqA07KJ2qhT8VU1m3TqXbIuVxtwnGuuEeOJDOT6Oo5U,Amakuru agenzelom,5,0,Wibabara Rodirigue,2021-02-18,com.android.chrome,5
5684,462207,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHqtz9El2aoaQg_vd6v4b-0xL2VON5oBUakx8eh6o6knIBSoCFSUDHpS4HhB-qM78nFNwLRGQ5k5JOSios,Nice Super,5,0,Umamahesh Umamahesh,2021-02-18,com.android.chrome,5
5686,462209,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEI8GaumgARpBG_ELOsfzzvRF2TVaxEQlpmTp6AKVCIuZdrvgdXgTfiYT8i1A50nZc9ymUyDnKIADFXhhs,Like,5,0,Sajan Athawale,2021-02-18,com.android.chrome,5
5687,462210,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEUIFqZrIsTeyGevAYuj9p8pso0JGYRso0Q-J38ED3vkWUmrEw-h1mp6LzyrRf4k8HApcTnmxKTkIGQWuQ,Very good,5,0,Tracy Burns,2021-02-18,com.android.chrome,5
5688,462211,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGvB19E3d58p0hOciGluMcfjEnT51fx3ZDT7fCEfOdTffYCvFIK4_fGMSLr6NoEUtaKfcZtI1o-P3xo6jU,Good,5,0,Prince Mourya 563,2021-02-18,com.android.chrome,5
5689,462212,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHHVUeBRmNrx7IB8LCBO5___wjxqBWEaHjkvDhPVoKXW4dn7312vpjUx2o39Q9ldLACZrcAn77XI5dMrvY,12345 12345,5,0,Ihsanullah Rahimi,2021-02-18,com.android.chrome,5
5692,462215,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHlIOxn30hpGLuQUiZAuiP71WsJtR5W_QnB8X_FV1RgUxdxjZ1nDrXZIkBHjUWMLMDjBKs7R0NtxOEt5F8,Very nice,5,0,CHANCHAL TUDU,2021-02-18,com.android.chrome,5
5693,462216,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHJFf_Pg4COpVUs2jeC374-ygm7HFepvXkYiVyYKtTA673bH3YRGGDvx-aMYUmtnJuVSOzHr5L62F3-wIY,"“किसी की मुस्कुराहट की वजह बनें या ना बनें, किसी के दर्द की वजह कभी ना बनें”",5,0,AshuTosh Bhilala,2021-02-18,com.android.chrome,5
5694,462217,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFYBSSJnPLJavynf1KSZn35pJEQKA7GRPHENxJnxr5MXrnAul3LfI88gS_rbfn56m95bxPkDFDaB497lTU,Excellent,5,0,ANSHUL SAINI,2021-02-18,com.android.chrome,5
5697,462220,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFROtobTxg_fbXstVvP_TTdmc6lwIGxcfipjOQ3sX5WTw1qEISdSpUHIFmwjtD6S3Efx0V6tFX4h3I95HI,Good 100%%%##$$,5,0,Diamondi Platinums Bigmomma,2021-02-18,com.android.chrome,5
5700,462223,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEaUPW7G2Uq59t5tCa3IiIw0VZix-3bqKwDkhC2pxf7Nz3BwNa_AK8KNfcNA_eTX-TxNJJjOn8LfjqlZhw,Good app,5,0,Shubham Waydande,2021-02-18,com.android.chrome,5
5702,462225,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHVpLoNzSS5HhNcaTCtCjFIOCWT0_7EJ2L7CBZLJ_UX1Vp8oKEoW5ebL_9xPdVTncV1595PstBZZm5Mx9Q,Good,5,0,Imran Kalru,2021-02-18,com.android.chrome,5
5703,462226,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGW0pk3-V-ZXr9d8isM4fWYcQPHS3g_BHYMhyhTacu3Etv-w85eLbN7N8nSiAMdA3Ojap0oxp5BdBKtX8k,I have a request. In Chrome i want camera like the mic exist there. Please can you put camera beside the mic. Overall i love google chrome.,5,0,Arpita Das,2021-02-18,com.android.chrome,5
5704,462227,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHhxW1pca80dIO6jzzzbEWHpWnhR9zVjqS2ch1i0XfvZPs6U0qm_51ntNE6DeWbTDoUtr6PM2mBk6hDK-Q,Nice app,5,0,Gautam Kumar,2021-02-18,com.android.chrome,5
5705,462228,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHNwhzM6xx7KTA3pkx87Sf2Fuc9WqF7ANr9kJml9w755bwMX3b-x9-XHLmi4nXmI8cDR9YB9AlCdo2uwBY,excelent,5,0,amir azizi,2021-02-18,com.android.chrome,5
5708,462231,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFyGdXeS-_pFz3_xLY5ZjGI4xMHivLcYDnAaSJAmbFkhBSf4_9BDXVVOuVPdHnQLq-IDKldx19PcvFzwdQ,Very good Sundar Pichai.... Tam to bade havy driver nikale ...,5,0,Akshay chhabhaiya,2021-02-18,com.android.chrome,5
5709,476313,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE3WAkkN44CbWvIgLQRfx3OWoz-So5PjCBXEsQ9gT24bv84NwypwBA3hwPuPteLQldXEg6G9AaoIjbHYLw,Ok,5,0,I LOVE MY INDIA I LOVE MY SOCIETY,2021-02-19,com.android.chrome,5
5712,476316,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHa3oI36RitRXBiJCNrKgUzBlyKHGUQmVkdvRdkCm0TAldyvIa_kDty8yWovj3XbbzP-G_CMiZoyrpTzEU,Kaiyai.😤🗼🔯LLC.! $$$₩₩₩?เปันไปได้จังใด.!(ເວລາ ລຸດ.ອ້າຍບ່ໄດ້ຍ້ອນເດີ້.).!,5,0,Kaiyai Sisuphoeam,2021-02-19,com.android.chrome,5
5714,476318,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEKaV3BCprMv9iH6Pg9PouM-0yndoajjwT84R9i_iGSLeAj6BbenLbBand865SoepMu9Rb2K6m-y_JwB40,Best Aap,5,0,Dysi Dhruv,2021-02-19,com.android.chrome,5
5720,476324,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHhuHkbUeeCJy4mXRzjjWQ7HECZ93i6O94k6c3BU9UFujsDrNdnrXo27Do5nF8GJDH0IyCljtLdjlLo5Xc,Thanks again,5,0,Rooman Khan,2021-02-19,com.android.chrome,5
5721,476325,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEbPcnEiKvMSbhWekFqkfri4hDP-2_ZIUrahvd-yf1RhAvK3_UgCfsJ9Z5mZXwAfFqxonFp-ARTmfLxULY,What is problem,5,0,Gameing Tube,2021-02-19,com.android.chrome,1
5722,476326,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE0xve8MLOJODnKHj5XYP8dT4jA4dRkFL3gmPVfZz36-c3Y_zN8QLD53Gxsnz35npwcI4DKoFi1zbR0OrY,I love Google I love how I can tell my kids to ask Google when they need to find an answer,5,0,sillyvids,2021-02-19,com.android.chrome,5
5725,476328,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGsNDATgMiN9EfqqzjKTs05uf8-Bbp4mYF4WXPnbKkeX6XreFVREfSC5FSmh0IVRb-YWPhqEeCTS7uIIfM,Keep up...greatness at work.,5,0,James Carter KLLM driver,2021-02-19,com.android.chrome,5
5727,476330,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE1Y9nXDSO7an06QffhKF7UnlQES0m4NUJK1DQiu0ScI3u-ANEeufsPjQ5VBtyNqAudir9gNPvdPv_ngjM,Good soooper good,5,0,Ediga Neela,2021-02-19,com.android.chrome,5
5729,476332,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEjtM-kf0ASADoQelYp-5afTYbFzuE1pREE7OMLIpp-ROYiUypGa5B19nOVe6a6GHLjTJyMULTROSPkaZw,Nice,5,0,Ram Tirath,2021-02-19,com.android.chrome,5
5731,476334,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOELkSYwsN3Za2y3nUM1JNzeM2fZjOc5_zKCxtUaCv62FRv7koJj360bH5GTznKr5xeuGi9nD1vWD9U2RWw,🙏,5,0,Aman kumar Sah,2021-02-19,com.android.chrome,5
5734,476337,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGhy4hxaRyI-KCpIfxwj_F7wTpA3m_vJ9UVDAw9ysh-FKXcGnOsvJK_apAvwkkNyzidlv-k8Pqj0NPB6Rw,I don't know when this was added but you can group tabs together like in the desktop version!! The feature I never knew I needed but it makes organizing multiple tabs 1000% better.,5,0,Vaughn Whitehurst,2021-02-19,com.android.chrome,1
5735,476338,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHuFiKqjrOONei7fNl8ZI0z_088khIrFr4AL6ldnO_9-LVm3xDM48KswgzTR4HG22kNzyi_q_eHqP6UbgY,Ok,5,0,June Tanhueco,2021-02-19,com.android.chrome,5
5739,476342,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKgT1JQF9Y64Aaf1GjifM8qWbtEaGg7aGvnokG_aXS4lnUi6jPjaB_qBeuPbLhwjlv4YRtXFs_xNrUJss,Love Google,5,0,Lori-Dawn Peavy,2021-02-19,com.android.chrome,5
5742,476346,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGM_TIu8YLVyC5eu9t9wB1deFkkqsiz8J0-ZM5vMYN7421QucM6IlruGZlYVqf7N8a3pvZNcz4WayiBC38,Nice,5,0,Shreya Sahu,2021-02-19,com.android.chrome,5
5743,476347,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHMJ6iHU8-9A-bHQsNC-I_oGlYw-RNNrL1y_3UeeP1P7PnHpBIWieffsYF_tyL46RiJv5S-D95QhvzPsxM,Best,5,0,Gaming With Sium,2021-02-19,com.android.chrome,5
5751,476355,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEIm3t3T5iCm8WYbsJBwHWAEDHJ8xjAAUmAEdaZFoTL9B9b4qID00lK7Fcl0i7NysEzFMZZx7Fjr1_U-mM,The best,5,0,A Google user,2021-02-19,com.android.chrome,5
5755,476359,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGr3popMpRjIG-S4tz533HDBCxOz7hO4wvGkiCy9LSvwbbsIejMcRukVSwOG7RtiOvt517eqsrpLXI3FnA,D evraj,5,0,Dev Raj,2021-02-19,com.android.chrome,5
5759,476363,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHnEXJJ_2GYHQnIycpiP-ZBGGu_iAsvhb9LAcFo8aI-4KGt1YM3ZDu0gaQ0wx4sZ-Rk-VyHQXJI3tkgoXE,Exlent,5,0,Tulasiram Naik,2021-02-19,com.android.chrome,5
5761,476365,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGudNZF6a1TDCfqzxHBcTmLver5JrQtQOYcpKSMP7eqrvcpHjVgfYgXjzsv_PUzl2WTkgvus0cwdfXZFiI,Best,5,0,Nilesh Shitole,2021-02-19,com.android.chrome,5
5762,476366,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEoO9UwkIqUf2rg5SRvABAl7MMajONijCPSiwT8iWf1KBvPz7KDbBv3iuTirK3jA0oYsKd3enQ1tTEsYvA,Always good,5,0,It's Your Suraiya,2021-02-19,com.android.chrome,5
5763,476367,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH2UStq-YBV-VSqO7-A46sJuVEjlIVob4zZEOiB_yeXmiCUpBVkDrULZP4vmmiY_A61-jWXu0ZYhZabPOg,Good,5,0,Tammy Ethridge,2021-02-19,com.android.chrome,5
5765,476369,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEXmA4pectXRlBttmRtRHEtFBxqg4e3P4_b5mYci7WmTB964w9e0IpADjnkm81q-hycwzb8iT6XfT2QFsE,Good,5,0,Christopher ejike,2021-02-19,com.android.chrome,5
5769,476373,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHLi4SZ2QKaoWeTFFexgEagInd5g6la99XK3x-SCM2z3G4ddO8C-8wP9QFq3B4fV-qNYN0oGW0G_Qw6DQ0,Good,5,0,iddy OG,2021-02-19,com.android.chrome,5
5774,476378,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFchYyq4eTUI1YUgxnGaa_p_-2OaA3a2tIWYAFDSIYniGaRPBeTrHFTg_9APO1VkqLWIO6J5H64UiVpCfc,good,5,0,Tanvir khan Ruposh,2021-02-19,com.android.chrome,5
5775,476379,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHjOSYpNZTzds7m_KkMDV7M-8Ad6fARTVSneuiVCEGjA4T9Ychvw5YAEkUq20VXIHZUdQoT1WhUqT-vtyo,Cant stsnd it,5,0,RACHEL STEEL,2021-02-19,com.android.chrome,5
5776,476380,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFliYVBpKCa2Aaic26dnf24EOc7EK360SVLF23r7qV1Esb0JOS_7Hy9EM7AEO1Nxpk_2UIL_7cxOlkl2Qk,Aku cinta kamu,5,0,Afzal Baig,2021-02-19,com.android.chrome,5
5777,476381,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGsaSEFghY-p_Zg1fArbARG1RTKziwuPr5zOd3aIehosJD9REuPMpx1fwoIXWHz3FpDTk8vNhBeHhnPjUU,👩‍💻👩‍💻👩‍💻👩‍💻👩‍💻👩‍💻,5,0,Ahmed Ail ne,2021-02-19,com.android.chrome,5
5779,476383,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEp8t2dgXA6hOhRofAp48HamUwNR2tCtyGOjEx3l0chr_soKAdpzvJ0lzbd8opUXG5LSlys9_rikizr5Ew,Good,5,0,Ashok Yadav,2021-02-19,com.android.chrome,5
5780,476384,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOETRV032NW6DQjMBK_K-xZQhCJL4ynWHzL_PhV4D8L1TJV0tJbRNQ-J3tQQ_89NfKDV4--v-_JVIxPORi0,Nice job,5,0,Pete Hinojosa,2021-02-19,com.android.chrome,5
5782,476386,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHOhMLlScWrxWWGgtbGhtp7a8S3Tt3ui8C0mYpwEpr49FpLv12lxmjKgMwwcLo8aVuAmVkBaZJAb7GH8IU,Excellent,5,0,Ayisi David,2021-02-19,com.android.chrome,5
5783,476387,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE05UYn4zEsLZRFTygXmY990EIFZDaV5evbMvYw8f0md6QRcAuIBh_5xS59zlzbqrmH9iiJ_nRHljQqiUw,Five star,5,0,Chandra Bhushan,2021-02-19,com.android.chrome,5
5784,476388,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF16qEANbKxVH1EWu8tCaV9PrENHX3Zw5h2KT3s2Ug5eStVBqmBB0KO-uX7KqY-MxPideWm8ibvOODqkTE,Ok,5,0,Vijitha Kumara,2021-02-19,com.android.chrome,5
5785,476389,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHr6Lndx7mSy8NQ6awb5t56yEx29bzm0MHPhCkxTH6b8FVFV8SvogX5czuOz1SlLm5026I-1Kb4LduiCds,good browser for me,5,0,johnpaul miranda,2021-02-19,com.android.chrome,5
5786,476390,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFhARkmxmJ9Xp2SzcfzsQgpXt0szUHRK6mHtymZaOY36OMde3A8IC5rKxbiK7y4mKaqrdCtcACDjHM4SDs,Good,5,0,Pakki Moni,2021-02-19,com.android.chrome,5
5787,476391,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGMKTrWtLkF6zYG1X065mA8v6JK434DeWKrg3-Y5LtUTA88mfTuIaz6UpsiIyfHumfEthcPzpTVeZSh3dc,Best,5,0,Abbas Arman,2021-02-19,com.android.chrome,5
5788,476392,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF04oDBFYeBVA-KPk1A9POpYBkOwc3gdvcqK5I3qaOR4f7o-J5h7IfkVt_LlgUncwDryT2CzDXLRTSjV20,Lovely,5,0,Veronica Joseph,2021-02-19,com.android.chrome,5
5792,476396,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFqnNU6UHFRvrMpE1tJTNUarpY7OrzfTCn70U80PblbmPp4GfTKS6WAqYfZz4FNeWbptGPhGHnYQvvDCjY,Easy to use,5,0,ÇRÅÇKĒD STÃRẞ,2021-02-19,com.android.chrome,5
